id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,dex1,dex2,class,percent-male,percent-female,pre-evolution,egg-group1,egg-group2
626,626,Bouffalant,Bouffalant,Normal,,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,490,208.6 lbs.,"5'03""",,,Bash Buffalo Pok̩mon,0.5,0.5,,Field,
627,627,Rufflet,Rufflet,Normal,Flying,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,350,23.1 lbs.,"1'08""",They pick fights indiscriminately. They grow stronger and more powerful each time they faint or are injured.,"With its sharp claws, this Pok̩mon pierces its prey, and then it pecks at them. Although it also consumes berries, it�۪s a carnivore at heart.",Eaglet Pok̩mon,1,0,,Flying,
628,628,Braviary,Braviary,Normal,Flying,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,510,90.4 lbs.,"4'11""","With its brave disposition, it fears nothing���not even death. Ancient Alolan people respected it, referring to it as ���the hero of the sky.�۝","It�۪s thought that people disturbed their habitats in the past, so Braviary banded together to fight back.",Valiant Pok̩mon,1,0,Rufflet,Flying,
629,629,Vullaby,Vullaby,Dark,Flying,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,370,19.8 lbs.,"1'08""","It protects its plump posterior with the bones of prey it has consumed. As it grows, it replaces the bones.","It can�۪t fly yet and must wait until its wings have developed more. Since it�۪s still at a playful age, it hops around friskily.",Diapered Pok̩mon,0,1,,Flying,
630,630,Mandibuzz,Mandibuzz,Dark,Flying,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,510,87.1 lbs.,"3'11""","They adorn themselves beautifully with bones. This is supposedly an effort to attract males, but no male Mandibuzz have ever been found.","It circles in the sky, keeping a keen eye out for Pok̩mon in a weakened state. Its choicest food is Cubone.",Bone Vulture Pok̩mon,0,1,Vullaby,Flying,
631,631,Heatmor,Heatmor,Fire,,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,484,127.9 lbs.,"4'07""",,,Anteater Pok̩mon,0.5,0.5,,Field,
632,632,Durant,Durant,Bug,Steel,Swarm,Hustle,Truant,58,109,112,48,48,109,484,72.8 lbs.,"1'00""",,,Iron Ant Pok̩mon,0.5,0.5,,Bug,
633,633,Deino,Deino,Dark,Dragon,Hustle,,,52,65,50,45,50,38,300,38.1 lbs.,"2'07""",,,Irate Pok̩mon,0.5,0.5,,Dragon,
634,634,Zweilous,Zweilous,Dark,Dragon,Hustle,,,72,85,70,65,70,58,420,110.2 lbs.,"4'07""",,,Hostile Pok̩mon,0.5,0.5,Deino,Dragon,
635,635,Hydreigon,Hydreigon,Dark,Dragon,Levitate,,,92,105,90,125,90,98,600,352.7 lbs.,"5'11""",,,Brutal Pok̩mon,0.5,0.5,Zweilous,Dragon,
636,636,Larvesta,Larvesta,Bug,Fire,Flame Body,,Swarm,55,85,55,50,55,60,360,63.5 lbs.,"3'07""",,,Torch Pok̩mon,0.5,0.5,,Bug,
637,637,Volcarona,Volcarona,Bug,Fire,Flame Body,,Swarm,85,60,65,135,105,100,550,101.4 lbs.,"5'03""",,,Sun Pok̩mon,0.5,0.5,Larvesta,Bug,
638,638,Cobalion,Cobalion,Steel,Fighting,Justified,,,91,90,129,90,72,108,580,551.2 lbs.,"6'11""",,,Iron Will Pok̩mon,,,,Undiscovered,
639,639,Terrakion,Terrakion,Rock,Fighting,Justified,,,91,129,90,72,90,108,580,573.2 lbs.,"6'03""",,,Cavern Pok̩mon,,,,Undiscovered,
640,640,Virizion,Virizion,Grass,Fighting,Justified,,,91,90,72,90,129,108,580,440.9 lbs.,"6'07""",,,Grassland Pok̩mon,,,,Undiscovered,
641,641,Tornadus,Tornadus (Incarnate Forme),Flying,,Prankster,,Defiant,79,115,70,125,80,111,580,138.9 lbs.,"4'11""",,,Cyclone Pok̩mon,1,0,,Undiscovered,
642,642,Thundurus,Thundurus (Incarnate Forme),Electric,Flying,Prankster,,Defiant,79,115,70,125,80,111,580,134.5 lbs.,"4'11""",,,Bolt Strike Pok̩mon,1,0,,Undiscovered,
643,643,Reshiram,Reshiram,Dragon,Fire,Turboblaze,,,100,120,100,150,120,90,680,727.5 lbs.,"10'06""",,,Vast White Pok̩mon,,,,Undiscovered,
644,644,Zekrom,Zekrom,Dragon,Electric,Teravolt,,,100,150,120,120,100,90,680,760.6 lbs.,"9'06""",,,Deep Black Pok̩mon,,,,Undiscovered,
645,645,Landorus,Landorus (Incarnate Forme),Ground,Flying,Sand Force,,Sheer Force,89,125,90,115,80,101,600,149.9 lbs.,"4'11""",,,Abundance Pok̩mon,1,0,,Undiscovered,
646,646,Kyurem,Kyurem (Kyurem),Dragon,Ice,Pressure,,,125,130,90,130,90,95,660,716.5 lbs.,"9'10""",,,Boundary Pok̩mon,,,,Undiscovered,
647,647,Keldeo,Keldeo (Ordinary Form),Water,Fighting,Justified,,,91,72,90,129,90,108,580,106.9 lbs.,"4'07""",,,Colt Pok̩mon,,,,Undiscovered,
648,648,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Serene Grace,,,100,77,77,128,128,90,600,14.3 lbs.,"2'00""",,,Melody Pok̩mon,,,,Undiscovered,
649,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pok̩mon,,,,Undiscovered,
650,650,Chespin,Chespin,Grass,,Overgrow,,Bulletproof,56,61,65,48,45,38,313,19.8 lbs.,"1'04""",,,Spiny Nut Pok̩mon,0.875,0.125,,Field,
651,651,Quilladin,Quilladin,Grass,,Overgrow,,Bulletproof,61,78,95,56,58,57,405,63.9 lbs.,"2'04""",,,Spiny Armor Pok̩mon,0.875,0.125,Chespin,Field,
652,652,Chesnaught,Chesnaught,Grass,Fighting,Overgrow,,Bulletproof,88,107,122,74,75,64,530,198.4 lbs.,"5'03""",,,Spiny Armor Pok̩mon,0.875,0.125,Quilladin,Field,
653,653,Fennekin,Fennekin,Fire,,Blaze,,Magician,40,45,40,62,60,60,307,20.7 lbs.,"1'04""",,,Fox Pok̩mon,0.875,0.125,,Field,
654,654,Braixen,Braixen,Fire,,Blaze,,Magician,59,59,58,90,70,73,409,32.0 lbs.,"3'03""",,,Fox Pok̩mon,0.875,0.125,Fennekin,Field,
655,655,Delphox,Delphox,Fire,Psychic,Blaze,,Magician,75,69,72,114,100,104,534,86.0 lbs.,"4'11""",,,Fox Pok̩mon,0.875,0.125,Braixen,Field,
656,656,Froakie,Froakie,Water,,Torrent,,Protean,41,56,40,62,44,71,314,15.4 lbs.,"1'00""",,,Bubble Frog Pok̩mon,0.875,0.125,,Water 1,
657,657,Frogadier,Frogadier,Water,,Torrent,,Protean,54,63,52,83,56,97,405,24.0 lbs.,"2'00""",,,Bubble Frog Pok̩mon,0.875,0.125,Froakie,Water 1,
658,658,Greninja,Greninja,Water,Dark,Torrent,Torrent,Protean,72,95,67,103,71,122,530,88.2 lbs.,"4'11""",,,Ninja Pok̩mon,0.875,0.125,Frogadier,Water 1,
659,659,Bunnelby,Bunnelby,Normal,,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,237,11.0 lbs.,"1'04""",,,Digging Pok̩mon,0.5,0.5,,Field,
660,660,Diggersby,Diggersby,Normal,Ground,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,423,93.5 lbs.,"3'03""",,,Digging Pok̩mon,0.5,0.5,Bunnelby,Field,
661,661,Fletchling,Fletchling,Normal,Flying,Big Pecks,,Gale Wings,45,50,43,40,38,62,278,3.7 lbs.,"1'00""","This amiable Pok̩mon is easy to train. But when battle is joined, it shows its ferocious side.","When it�۪s excited, its temperature can double, spiking hormone production in its body.",Tiny Robin Pok̩mon,0.5,0.5,,Flying,
662,662,Fletchinder,Fletchinder,Fire,Flying,Flame Body,,Gale Wings,62,73,55,56,52,84,382,35.3 lbs.,"2'04""","From its beak, it fires embers at its prey. Once it has caught them, it grills them at high heat before feasting upon them.","It will not tolerate other Fletchinder entering its territory, which has a radius of several miles.",Ember Pok̩mon,0.5,0.5,Fletchling,Flying,
663,663,Talonflame,Talonflame,Fire,Flying,Flame Body,,Gale Wings,78,81,71,74,69,126,499,54.0 lbs.,"3'11""",Its favorite foods are Wingull and Pikipek. It attacks with a powerful kick and grasps them firmly in its talons.,"It zooms directly at its prey at flight speeds of close to 310 mph, while fiery embers scatter from gaps in its feathers.",Scorching Pok̩mon,0.5,0.5,Fletchinder,Flying,
664,664,Scatterbug,Scatterbug,Bug,,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,200,5.5 lbs.,"1'00""",,,Scatterdust Pok̩mon,0.5,0.5,,Bug,
665,665,Spewpa,Spewpa,Bug,,Shed Skin,,Friend Guard,45,22,60,27,30,29,213,18.5 lbs.,"1'00""",,,Scatterdust Pok̩mon,0.5,0.5,Scatterbug,Bug,
666,666,Vivillon,Vivillon (Icy Snow Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
667,667,Litleo,Litleo,Fire,Normal,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369,29.8 lbs.,"2'00""",,,Lion Cub Pok̩mon,0.75,0.25,,Field,
668,668,Pyroar,Pyroar,Fire,Normal,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,179.7 lbs.,"4'11""",,,Royal Pok̩mon,0.75,0.25,Litleo,Field,
669,669,Flab̩b̩,Flab̩b̩ (Red Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pok̩mon,0,1,,Fairy,
670,670,Floette,Floette (Red Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pok̩mon,0,1,Flab̩b̩,Fairy,
671,671,Florges,Florges (Red Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pok̩mon,0,1,Floette,Fairy,
672,672,Skiddo,Skiddo,Grass,,Sap Sipper,,Grass Pelt,66,65,48,62,57,52,350,68.3 lbs.,"2'11""",,,Mount Pok̩mon,0.5,0.5,,Field,
673,673,Gogoat,Gogoat,Grass,,Sap Sipper,,Grass Pelt,123,100,62,97,81,68,531,200.6 lbs.,"5'07""",,,Mount Pok̩mon,0.5,0.5,Skiddo,Field,
674,674,Pancham,Pancham,Dark,,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,348,17.6 lbs.,"2'00""","It grows up imitating the behavior of Pangoro, which it looks up to as a leader.","There�۪s no point to the leaf in its mouth, aside from an effort to look cool. It�۪s mischievous, so it�۪s not well suited to inexperienced Trainers.",Playful Pok̩mon,0.5,0.5,,Field,Human-Like
675,675,Pangoro,Pangoro,Dark,Fighting,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,495,299.8 lbs.,"6'11""",It boasts superb physical strength. Those who wish to become Pangoro�۪s Trainer have no choice but to converse with their fists.,"From the slight twitches of its bamboo leaf, it deduces its opponent�۪s movements. It�۪s eager to tussle but kindhearted toward its companions.",Daunting Pok̩mon,0.5,0.5,Pancham,Field,Human-Like
676,676,Furfrou,Furfrou (Natural Form),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pok̩mon,0.5,0.5,,Field,
677,677,Espurr,Espurr,Psychic,,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,355,7.7 lbs.,"1'00""",,,Restraint Pok̩mon,0.5,0.5,,Field,
678,678,Meowstic,Meowstic (Male),Psychic,,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,466,18.7 lbs.,"2'00""",,,Constraint Pok̩mon,1,0,Espurr,Field,
679,679,Honedge,Honedge,Steel,Ghost,No Guard,,,45,80,100,35,37,28,325,4.4 lbs.,"2'07""",,,Sword Pok̩mon,0.5,0.5,,Mineral,
680,680,Doublade,Doublade,Steel,Ghost,No Guard,,,59,110,150,45,49,35,448,9.9 lbs.,"2'07""",,,Sword Pok̩mon,0.5,0.5,Honedge,Mineral,
681,681,Aegislash,Aegislash (Shield Forme),Steel,Ghost,Stance Change,,,60,50,150,50,150,60,520,116.8 lbs.,"5'07""",,,Royal Sword Pok̩mon,0.5,0.5,Doublade,Mineral,
682,682,Spritzee,Spritzee,Fairy,,Healer,,Aroma Veil,78,52,60,63,65,23,341,1.1 lbs.,"0'08""",,,Perfume Pok̩mon,0.5,0.5,,Fairy,
683,683,Aromatisse,Aromatisse,Fairy,,Healer,,Aroma Veil,101,72,72,99,89,29,462,34.2 lbs.,"2'07""",,,Fragrance Pok̩mon,0.5,0.5,Spritzee,Fairy,
684,684,Swirlix,Swirlix,Fairy,,Sweet Veil,,Unburden,62,48,66,59,57,49,341,7.7 lbs.,"1'04""",,,Cotton Candy Pok̩mon,0.5,0.5,,Fairy,
685,685,Slurpuff,Slurpuff,Fairy,,Sweet Veil,,Unburden,82,80,86,85,75,72,480,11.0 lbs.,"2'07""",,,Meringue Pok̩mon,0.5,0.5,Swirlix,Fairy,
686,686,Inkay,Inkay,Dark,Psychic,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288,7.7 lbs.,"1'04""",,,Revolving Pok̩mon,0.5,0.5,,Water 1,Water 2
687,687,Malamar,Malamar,Dark,Psychic,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482,103.6 lbs.,"4'11""",,,Overturning Pok̩mon,0.5,0.5,Inkay,Water 1,Water 2
688,688,Binacle,Binacle,Rock,Water,Tough Claws,Sniper,Pickpocket,42,52,67,39,56,50,306,68.3 lbs.,"1'08""",,,Two-Handed Pok̩mon,0.5,0.5,,Water 3,
689,689,Barbaracle,Barbaracle,Rock,Water,Tough Claws,Sniper,Pickpocket,72,105,115,54,86,68,500,211.6 lbs.,"4'03""",,,Collective Pok̩mon,0.5,0.5,Binacle,Water 3,
690,690,Skrelp,Skrelp,Poison,Water,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320,16.1 lbs.,"1'08""",,,Mock Kelp Pok̩mon,0.5,0.5,,Water 1,Dragon
691,691,Dragalge,Dragalge,Poison,Dragon,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494,179.7 lbs.,"5'11""",,,Mock Kelp Pok̩mon,0.5,0.5,Skrelp,Water 1,Dragon
692,692,Clauncher,Clauncher,Water,,Mega Launcher,,,50,53,62,58,63,44,330,18.3 lbs.,"1'08""",,,Water Gun Pok̩mon,0.5,0.5,,Water 1,Water 3
693,693,Clawitzer,Clawitzer,Water,,Mega Launcher,,,71,73,88,120,89,59,500,77.8 lbs.,"4'03""",,,Howitzer Pok̩mon,0.5,0.5,Clauncher,Water 1,Water 3
694,694,Helioptile,Helioptile,Electric,Normal,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289,13.2 lbs.,"1'08""",,,Generator Pok̩mon,0.5,0.5,,Monster,Dragon
695,695,Heliolisk,Heliolisk,Electric,Normal,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481,46.3 lbs.,"3'03""",,,Generator Pok̩mon,0.5,0.5,Helioptile,Monster,Dragon
696,696,Tyrunt,Tyrunt,Rock,Dragon,Strong Jaw,,Sturdy,58,89,77,45,45,48,362,57.3 lbs.,"2'07""",,,Royal Heir Pok̩mon,0.875,0.125,,Monster,Dragon
697,697,Tyrantrum,Tyrantrum,Rock,Dragon,Strong Jaw,,Rock Head,82,121,119,69,59,71,521,595.2 lbs.,"8'02""",,,Despot Pok̩mon,0.875,0.125,Tyrunt,Monster,Dragon
698,698,Amaura,Amaura,Rock,Ice,Refrigerate,,Snow Warning,77,59,50,67,63,46,362,55.6 lbs.,"4'03""",,,Tundra Pok̩mon,0.875,0.125,,Monster,
699,699,Aurorus,Aurorus,Rock,Ice,Refrigerate,,Snow Warning,123,77,72,99,92,58,521,496.0 lbs.,"8'10""",,,Tundra Pok̩mon,0.875,0.125,Amaura,Monster,
700,700,Sylveon,Sylveon,Fairy,,Cute Charm,,Pixilate,95,65,65,110,130,60,525,51.8 lbs.,"3'03""","Its ribbonlike feelers give off an aura that weakens hostility in its prey, causing them to let down their guard. Then it attacks.","When this Pok̩mon sights its prey, it swirls its ribbonlike feelers as a distraction. A moment later, it pounces.",Intertwining Pok̩mon,0.875,0.125,Eevee,Field,
701,701,Hawlucha,Hawlucha,Fighting,Flying,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500,47.4 lbs.,"2'07""",,,Wrestling Pok̩mon,0.5,0.5,,Human-Like,
702,702,Dedenne,Dedenne,Electric,Fairy,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431,4.9 lbs.,"0'08""",,,Antenna Pok̩mon,0.5,0.5,,Field,Fairy
703,703,Carbink,Carbink,Rock,Fairy,Clear Body,,Sturdy,50,50,150,50,150,50,500,12.6 lbs.,"1'00""","Born from the high temperatures and pressures deep underground, it defends itself by firing beams from the jewel part of its body.","Although this Pok̩mon is not especially rare, its glittering, jewel-draped body draws attention from people.",Jewel Pok̩mon,,,,Fairy,Mineral
704,704,Goomy,Goomy,Dragon,,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300,6.2 lbs.,"1'00""","The weakest of all Dragon-type Pok̩mon, it�۪s unable to breathe if its skin dries out, so it sticks to shady places.","Its source of protection is its slimy, germ-laden mucous membrane. Anyone who touches it needs some thorough hand-washing.",Soft Tissue Pok̩mon,0.5,0.5,,Dragon,
705,705,Sliggoo,Sliggoo,Dragon,,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452,38.6 lbs.,"2'07""",It has trouble drawing a line between friends and food. It will calmly try to melt and eat even those it gets along well with.,"This Pok̩mon�۪s mucous can dissolve anything. Toothless, it sprays mucous on its prey. Once they�۪re nicely dissolved, it slurps them up.",Soft Tissue Pok̩mon,0.5,0.5,Goomy,Dragon,
706,706,Goodra,Goodra,Dragon,,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600,331.8 lbs.,"6'07""","An amazingly friendly Pok̩mon, but if left to itself, loneliness overcomes it, and it oozes gooey tears.","It gets picked on because it�۪s meek. But then, whoever teased it gets to feel the full force of its horns and a good swatting from its thick tail.",Dragon Pok̩mon,0.5,0.5,Sliggoo,Dragon,
707,707,Klefki,Klefki,Steel,Fairy,Prankster,,Magician,57,80,91,80,87,75,470,6.6 lbs.,"0'08""",This even-tempered Pok̩mon has a habit of collecting keys. It will sneak into people�۪s homes to steal their keys.,"It inserts its horn into chinks in metal, absorbing metal ions. For some reason, it collects keys.",Key Ring Pok̩mon,0.5,0.5,,Mineral,
708,708,Phantump,Phantump,Ghost,Grass,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309,15.4 lbs.,"1'04""",These Pok̩mon are stumps possessed by the spirits of children who died in the forest. Their cries sound like eerie screams.,"According to legend, medicine to cure any illness can be made by plucking the green leaves on its head, brewing them, and boiling down the liquid.",Stump Pok̩mon,0.5,0.5,,Grass,Amorphous
709,709,Trevenant,Trevenant,Ghost,Grass,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474,156.5 lbs.,"4'11""","This Pok̩mon is said to devour anyone daring to ravage the forest. To the creatures dwelling in the forest, it offers great kindness.","Through its roots, it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell.",Elder Tree Pok̩mon,0.5,0.5,Phantump,Grass,Amorphous
710,710,Pumpkaboo,Pumpkaboo (Average Size),Ghost,Grass,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,11.0 lbs.,"1'04""",,,Pumpkin Pok̩mon,0.5,0.5,,Amorphous,
711,711,Gourgeist,Gourgeist (Average Size),Ghost,Grass,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,27.6 lbs.,"2'11""",,,Pumpkin Pok̩mon,0.5,0.5,Pumpkaboo (Average Size),Amorphous,
712,712,Bergmite,Bergmite,Ice,,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304,219.4 lbs.,"3'03""",,,Ice Chunk Pok̩mon,0.5,0.5,,Monster,
713,713,Avalugg,Avalugg,Ice,,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514,1113.3 lbs.,"6'07""",,,Iceberg Pok̩mon,0.5,0.5,Bergmite,Monster,
714,714,Noibat,Noibat,Flying,Dragon,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,17.6 lbs.,"1'08""",,,Sound Wave Pok̩mon,0.5,0.5,,Flying,
715,715,Noivern,Noivern,Flying,Dragon,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,187.4 lbs.,"4'11""",,,Sound Wave Pok̩mon,0.5,0.5,Noibat,Flying,
716,716,Xerneas,Xerneas (Neutral Mode),Fairy,,Fairy Aura,,,126,131,95,131,98,99,680,474.0 lbs.,"9'10""",,,Life Pok̩mon,,,,Undiscovered,
717,717,Yveltal,Yveltal,Dark,Flying,Dark Aura,,,126,131,95,131,98,99,680,447.5 lbs.,"19'00""",,,Destruction Pok̩mon,,,,Undiscovered,
718,718,Zygarde,Zygarde (50% Forme),Dragon,Ground,Aura Break,,,108,100,121,81,95,95,600,672.4 lbs.,"16'05""","This is Zygarde�۪s form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.",It�۪s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,Order Pok̩mon,,,,Undiscovered,
719,719,Diancie,Diancie,Rock,Fairy,Clear Body,,,50,100,150,100,150,50,600,19.4 lbs.,"2'04""",,,Jewel Pok̩mon,,,,Undiscovered,
720,720,Hoopa,Hoopa (Hoopa Confined),Psychic,Ghost,Magician,,,80,110,60,150,130,70,600,19.8 lbs.,"1'08""",,,Mischief Pok̩mon,,,,Undiscovered,
721,721,Volcanion,Volcanion,Fire,Water,Water Absorb,,,80,110,120,130,90,70,600,429.9 lbs.,"5'07""",,,Steam Pok̩mon,,,,Undiscovered,
722,722,Rowlet,Rowlet,Grass,Flying,Overgrow,Overgrow,Long Reach,68,55,55,50,50,42,320,3.3 lbs.,"1'00""","This wary Pok̩mon uses photosynthesis to store up energy during the day, while becoming active at night.","Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks.",Grass Quill Pok̩mon,0.875,0.125,,Flying,
723,723,Dartrix,Dartrix,Grass,Flying,Overgrow,Overgrow,Long Reach,78,75,75,70,70,52,420,35.3 lbs.,"2'04""","A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.",It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,Blade Quill Pok̩mon,0.875,0.125,Rowlet,Flying,
724,724,Decidueye,Decidueye,Grass,Ghost,Overgrow,Overgrow,Long Reach,78,107,75,100,100,70,530,80.7 lbs.,"5'03""","It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.","Although basically cool and cautious, when it�۪s caught by surprise, it�۪s seized by panic.",Arrow Quill Pok̩mon,0.875,0.125,Dartrix,Flying,
725,725,Litten,Litten,Fire,,Blaze,Blaze,Intimidate,45,65,40,60,40,70,320,9.5 lbs.,"1'04""","While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",It doesn�۪t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,Fire Cat Pok̩mon,0.875,0.125,,Field,
726,726,Torracat,Torracat,Fire,,Blaze,Blaze,Intimidate,65,85,50,80,50,90,420,55.1 lbs.,"2'04""","At its throat, it bears a bell of fire. The bell rings brightly whenever this Pok̩mon spits fire.","It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",Fire Cat Pok̩mon,0.875,0.125,Litten,Field,
727,727,Incineroar,Incineroar,Fire,Dark,Blaze,Blaze,Intimidate,95,115,90,80,90,60,530,183.0 lbs.,"5'11""","This Pok̩mon has a violent, selfish disposition. If it�۪s not in the mood to listen, it will ignore its Trainer�۪s orders with complete nonchalance.","After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",Heel Pok̩mon,0.875,0.125,Torracat,Field,
728,728,Popplio,Popplio,Water,,Torrent,Torrent,Liquid Voice,50,54,54,66,56,40,320,16.5 lbs.,"1'04""","This Pok̩mon snorts body fluids from its nose, blowing balloons to smash into its foes. It�۪s famous for being a hard worker.",This Pok̩mon can control water bubbles. It practices diligently so it can learn to make big bubbles.,Sea Lion Pok̩mon,0.875,0.125,,Water 1,Field
729,729,Brionne,Brionne,Water,,Torrent,Torrent,Liquid Voice,60,69,69,91,81,50,420,38.6 lbs.,"2'00""","A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.","It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",Pop Star Pok̩mon,0.875,0.125,Popplio,Water 1,Field
730,730,Primarina,Primarina,Water,Fairy,Torrent,Torrent,Liquid Voice,80,74,74,126,116,60,530,97.0 lbs.,"5'11""",It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,Its singing voice is its chief weapon in battle. This Pok̩mon�۪s Trainer must prioritize the daily maintenance of its throat at all costs.,Soloist Pok̩mon,0.875,0.125,Brionne,Water 2,Field
731,731,Pikipek,Pikipek,Normal,Flying,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,265,2.6 lbs.,"1'00""",It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.,"This Pok̩mon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",Woodpecker Pok̩mon,0.5,0.5,,Flying,
